,total_h2_sold_per_station,prioritize,profitability threshold,longitude,latitude,station_location,size_station
22,3269.8738453607893,1,0.8174684613401973,2.871694551830265,50.10113427032396,road,large
25,3269.8738453607893,1,0.8174684613401973,2.900111614837857,50.31465862370554,road,large
46,1299.5044207304531,0,0.6497522103652266,4.322751294974057,49.04271719901225,road,medium
61,1299.5044207304531,0,0.6497522103652266,6.464241184101785,49.14055474089337,road,medium
93,614.4858852345014,0,0.6144858852345014,4.18006986333003,48.22918530744294,road,small
102,614.4858852345014,0,0.6144858852345014,5.061185958249656,48.03963794650407,road,small
130,1833.4484927842796,1,0.9167242463921398,3.659101216100502,47.796680223375965,road,medium
144,1833.4484927842796,1,0.9167242463921398,4.859624150499589,47.00049723958791,road,medium
174,2525.2798881055114,1,0.6313199720263779,4.797245451617696,44.6710621306595,road,large
196,2525.2798881055114,1,0.6313199720263779,5.229410711910947,43.55796565488035,road,large
224,1542.5219438427473,0,0.7712609719213737,7.366670364166511,43.74520979912986,road,medium
229,1542.5219438427473,0,0.7712609719213737,7.483722004254011,43.79715090031751,road,medium
247,2393.651821980608,0,0.598412955495152,3.295225920469808,43.338968764234544,road,large
261,2393.651821980608,0,0.598412955495152,2.8569308097380333,42.47539934548716,road,large
280,1417.8147846382751,0,0.7089073923191376,1.506053020112609,47.73070989708539,road,medium
297,1417.8147846382751,0,0.7089073923191376,0.3479900372412308,46.62314981719808,road,medium
330,890.9964488449847,0,0.8909964488449846,0.1314132909311033,48.02267640035102,road,small
341,890.9964488449847,0,0.8909964488449846,-1.202757788162948,47.39887443178217,road,small
362,1118.2224543991488,0,0.5591112271995744,2.403069684487531,51.01843747503984,road,medium
394,1064.8294115419674,0,0.5324147057709837,1.3041355241746295,45.781268536901656,road,medium
417,1064.8294115419674,0,0.5324147057709837,1.5730757121210202,44.698371084124005,road,medium
442,871.6058459928915,0,0.8716058459928916,3.1772109392932224,50.06911016213508,road,small
458,871.6058459928915,0,0.8716058459928916,4.222623702628568,48.72880255270012,road,small
480,556.8307536711746,0,0.5568307536711746,0.1372591177411941,48.31368299170269,road,small
490,556.8307536711746,0,0.5568307536711746,0.4431726641926086,49.034479224056746,road,small
505,462.1460760586699,0,0.4621460760586699,2.239440433788444,49.84777227187714,road,small
507,462.1460760586699,0,0.4621460760586699,2.5190615190981727,49.85393503436813,road,small
532,1727.7398603371616,1,0.8638699301685808,5.287071457819081,47.93015943864478,road,medium
566,1727.7398603371616,1,0.8638699301685808,6.106938436318125,49.36241531782738,road,medium
591,1610.436274044585,1,0.8052181370222925,5.319601368458224,47.07060581767057,road,medium
592,1610.436274044585,1,0.8052181370222925,5.170233439193096,47.0324649998648,road,medium
616,793.8944726594476,0,0.7938944726594476,5.320898732225743,46.071392555176445,road,small
625,793.8944726594476,0,0.7938944726594476,4.852805556401998,46.33856967630998,road,small
636,990.2720041997802,1,0.9902720041997802,0.6227616634793093,44.14766528731921,road,small
647,990.2720041997802,1,0.9902720041997802,1.401982162269939,43.71629670670593,road,small
678,564.1415570903565,0,0.5641415570903565,0.2082169733979421,43.199275973231714,road,small
698,564.1415570903565,0,0.5641415570903565,1.320546000542573,43.47577027898601,road,small
710,917.8053469550974,1,0.9178053469550974,2.1194176536925013,47.20800802246639,road,small
723,917.8053469550974,1,0.9178053469550974,3.160583961957347,45.8433306210893,road,small
739,715.7114249325338,0,0.7157114249325338,3.446472928662317,43.65626162907388,road,small
742,715.7114249325338,0,0.7157114249325338,3.283802841060554,43.34566879882294,road,small
762,383.48865578932947,0,0.38348865578932945,1.4997346539012797,47.32829151210023,road,small
763,383.48865578932947,0,0.38348865578932945,1.768895587104402,47.32104699563461,road,small
777,408.19736158538365,0,0.40819736158538367,1.3825464402589709,45.15411552685054,road,small
798,408.19736158538365,0,0.40819736158538367,3.09761982266696,45.97322450665115,road,small
956,447.6269727392858,0,0.4476269727392858,4.831327665012681,45.15952891016676,road,small
1111,447.6269727392858,0,0.4476269727392858,4.6924092454054565,44.361930695795664,road,small
1154,976.78628886874,1,0.9767862888687401,0.1601671345671602,46.2114804408092,road,small
1167,976.78628886874,1,0.9767862888687401,-0.2734496792394273,45.24043326446728,road,small
1205,754.0658374418197,0,0.7540658374418197,-1.7709900507375231,48.13857581889598,road,small
1226,754.0658374418197,0,0.7540658374418197,-3.880213223723064,48.55317586203815,road,small
1287,815.4661947401006,0,0.8154661947401006,2.058522086681707,43.9149536253382,road,small
0,268.79999999999995,0,0.2688,1.6561556,48.3304943,hub,small
1,1899.52,1,0.9498000000000001,0.1967848999999999,48.0073849,hub,medium
2,232.96,0,0.233,-1.37015155,46.6923549,hub,small
3,143.36,0,0.1434,-0.7734022,48.0706687,hub,small
4,1523.1999999999998,0,0.7615999999999999,-0.8075022431892661,47.26248486666667,hub,medium
5,4390.4,1,1.0976000000000001,-1.7236873,47.227907575,hub,large
6,1576.9599999999998,0,0.7885,1.4266178,48.5802573,hub,medium
7,1684.48,1,0.8422,2.133125958056288,47.929667775,hub,medium
8,2060.8,0,0.5152,1.51228,47.70764916666666,hub,large
9,1272.3200000000002,0,0.6362,1.9492851333333332,46.92184236666667,hub,medium
10,304.64,0,0.3046,0.7323256499999999,47.41560185,hub,small
11,537.6,0,0.5376,5.00451,49.44561,hub,small
12,1648.64,1,0.8243,1.12658455,49.2721432,hub,medium
13,806.4000000000001,0,0.8064,0.27469962,49.50110296,hub,small
14,519.6800000000001,0,0.5196999999999999,-0.3806945,49.18029815,hub,small
15,358.4,0,0.35840000000000005,3.034328,50.36393745,hub,small
16,125.44,0,0.12539999999999998,3.35388885,49.24458335,hub,small
17,555.52,0,0.5555,3.0909275,49.2549479,hub,small
18,197.12,0,0.1971,2.556946433333333,49.295819566666665,hub,small
19,483.84,0,0.4838,2.6402097,50.5292608,hub,small
20,143.36,0,0.1434,2.3062068,50.7396639,hub,small
21,268.79999999999995,0,0.2688,2.8096963,49.558284150000006,hub,small
22,1344.0,0,0.672,2.88698995,50.4615291,hub,medium
23,2472.96,1,0.6182,3.1071152,50.70652168,hub,large
24,412.16,0,0.4122,2.96566775,50.42661025,hub,small
25,770.56,0,0.7706000000000001,2.9034955,50.6816228,hub,small
26,501.76,0,0.5018,3.0485902,50.53807346666667,hub,small
27,143.36,0,0.1434,3.914409,50.2954202,hub,small
28,913.92,1,0.9139,2.1089221,49.33314875,hub,small
29,179.2,0,0.17920000000000003,2.486822,49.7705466,hub,small
30,519.6800000000001,0,0.5196999999999999,1.6118771,50.7259985,hub,small
31,340.48,0,0.34049999999999997,2.2956951,49.8941708,hub,small
32,376.3200000000001,0,0.3763,3.24576215,50.01100785,hub,small
33,1756.16,1,0.8781,2.7442236,49.0859622,hub,medium
34,537.5999999999999,0,0.5376,3.5254037,50.35282115,hub,small
35,394.24,0,0.3942,2.324583566666667,51.02138396666666,hub,small
36,1594.88,0,0.7974,2.8016229,50.2993922,hub,medium
37,448.0,0,0.44799999999999995,1.19692,45.18516,hub,small
38,286.72,0,0.2867,2.5744550200000003,48.61668796,hub,small
39,125.44,0,0.12539999999999998,2.8478956,49.9905624,hub,small
40,197.12,0,0.1971,2.9557006,48.3849647,hub,small
41,215.04,0,0.215,2.41678515,49.1198539,hub,small
42,501.76,0,0.5018,2.3428261,48.85651105,hub,small
43,591.36,0,0.5914,2.389412725,48.61654485,hub,small
44,967.68,1,0.9677,2.303717033333333,48.72079506666667,hub,small
45,1021.44,0,0.5107,2.71844838,48.82276774,hub,medium
46,161.28,0,0.1613,2.05240985,48.91043035,hub,small
47,1953.28,1,0.9765999999999999,1.8226483,48.99262965,hub,medium
48,179.2,0,0.17920000000000003,4.164996550000001,49.07445955,hub,small
49,448.0,0,0.44799999999999995,5.348031,49.1706321,hub,small
50,1469.4399999999998,0,0.7347,7.43372735,47.9333166,hub,medium
51,824.32,0,0.8243,7.6917206,48.582520200000005,hub,small
52,304.64,0,0.3046,6.1858609,49.188601950000006,hub,small
53,465.92,0,0.46590000000000004,6.1515794,48.7064399,hub,small
54,215.04,0,0.215,4.09230895,48.2664812,hub,small
55,215.04,0,0.215,4.67266266,44.6192826,hub,small
56,322.56,0,0.3226,6.0357263,45.8832252,hub,small
57,125.44,0,0.12539999999999998,5.9203636,45.5662672,hub,small
58,913.92,1,0.9139,2.6073963,46.3400296,hub,small
59,1272.32,0,0.6362,5.10632506,45.69666528,hub,medium
60,573.44,0,0.5734,4.7621660666666665,46.0157993,hub,small
61,125.44,0,0.12539999999999998,4.8774936,44.8753434,hub,small
62,394.24,0,0.3942,5.5047411,45.3501289,hub,small
63,143.36,0,0.1434,4.849215233333333,45.68413366666667,hub,small
64,322.55999999999995,0,0.3226,3.0978047,45.83526155,hub,small
65,143.36,0,0.1434,4.32339345,45.4826177,hub,small
66,125.44,0,0.12539999999999998,3.83236095,43.52913485,hub,small
67,125.44,0,0.12539999999999998,1.3771836666666668,43.66635743333333,hub,small
68,842.24,0,0.8422,2.8953121,42.6985304,hub,small
69,304.64,0,0.3046,1.2644847,45.8354243,hub,small
70,967.68,1,0.9677,-0.2449274,44.5530659,hub,small
71,125.44,0,0.12539999999999998,-0.6841225,44.7411574,hub,small
72,1738.24,1,0.8691,-0.500972,43.8911318,hub,medium
73,358.4,0,0.35840000000000005,0.340196,46.5802596,hub,small
74,143.36,0,0.1434,-0.3466615,46.2595794,hub,small
75,125.44,0,0.12539999999999998,-0.5021358,44.884068575,hub,small
76,3440.6399999999994,1,0.8602,4.8068959,43.51376845,hub,large
77,483.84,0,0.4838,4.932212166666666,44.014629033333335,hub,small
78,304.64,0,0.3046,5.2058757,43.54834925,hub,small
79,125.44,0,0.12539999999999998,-1.811747775,48.2215274,hub,small
80,931.84,1,0.9318000000000001,-4.400979,48.4346366,hub,small
81,627.2,0,0.6272,4.8621213,46.9198032,hub,small
82,591.3599999999999,0,0.5914,6.0243622,47.2380222,hub,small
83,752.6399999999999,0,0.7526,5.0978508,47.29090545,hub,small
84,573.44,0,0.5734,3.570579,47.7961287,hub,small
85,1469.44,0,0.7347,4.8322266,46.3036683,hub,medium
